starttime	seconds	ctime	dtime	ttime	wait
Thu Dec 21 06:03:47 2023	1703131427	5	7	12	6
Thu Dec 21 06:03:47 2023	1703131427	2	10	12	8
Thu Dec 21 06:03:47 2023	1703131427	3	9	12	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	12	6
Thu Dec 21 06:03:47 2023	1703131427	7	5	12	5
Thu Dec 21 06:03:47 2023	1703131427	1	11	12	11
Thu Dec 21 06:03:47 2023	1703131427	1	12	12	11
Thu Dec 21 06:03:47 2023	1703131427	3	10	12	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	12	8
Thu Dec 21 06:03:47 2023	1703131427	5	7	12	7
Thu Dec 21 06:03:47 2023	1703131427	7	5	12	4
Thu Dec 21 06:03:47 2023	1703131427	0	12	12	12
Thu Dec 21 06:03:47 2023	1703131427	2	10	12	7
Thu Dec 21 06:03:47 2023	1703131427	7	5	12	5
Thu Dec 21 06:03:47 2023	1703131427	3	9	12	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	12	11
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	0	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	1	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	6
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	1	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	8
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	6
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	3
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	12
Thu Dec 21 06:03:47 2023	1703131427	1	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	5	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	6	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	12
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	3
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	7
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	6
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	6
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	4
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	13
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	11
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	8
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	10	3	13	3
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	12
Thu Dec 21 06:03:47 2023	1703131427	7	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	11
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	3
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	4
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	6
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	8
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	8
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	4
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	13	11
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	4
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	4	10	13	4
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	3
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	3
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	13
Thu Dec 21 06:03:47 2023	1703131427	8	5	13	4
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	7
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	12
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	7	6	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	3
Thu Dec 21 06:03:47 2023	1703131427	7	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	2	12	13	9
Thu Dec 21 06:03:47 2023	1703131427	1	12	13	12
Thu Dec 21 06:03:47 2023	1703131427	6	7	13	4
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	9
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	13	11
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	13	6
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	10
Thu Dec 21 06:03:47 2023	1703131427	5	8	13	7
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	4	9	13	7
Thu Dec 21 06:03:47 2023	1703131427	0	13	13	2
Thu Dec 21 06:03:47 2023	1703131427	7	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	2	12	13	10
Thu Dec 21 06:03:47 2023	1703131427	7	7	13	5
Thu Dec 21 06:03:47 2023	1703131427	3	10	13	10
Thu Dec 21 06:03:47 2023	1703131427	4	10	13	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	13	11
Thu Dec 21 06:03:47 2023	1703131427	3	11	13	9
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	9
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	9
Thu Dec 21 06:03:47 2023	1703131427	3	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	0	13	14	13
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	6
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	5	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	5	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	4
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	10
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	5	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	9	5	14	4
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	6	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	2	11	14	8
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	3	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	1	12	14	12
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	8
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	6
Thu Dec 21 06:03:47 2023	1703131427	3	10	14	8
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	9
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	8
Thu Dec 21 06:03:47 2023	1703131427	7	6	14	6
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	8
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	11
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	0	14	14	10
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	10
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	7
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	13
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	12
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	9
Thu Dec 21 06:03:47 2023	1703131427	6	7	14	7
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	4	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	13
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	8	6	14	5
Thu Dec 21 06:03:47 2023	1703131427	2	11	14	8
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	1	12	14	12
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	8
Thu Dec 21 06:03:47 2023	1703131427	6	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	11
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	9
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	9	5	14	4
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	11
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	9
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	8
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	4
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	8
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	1	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	3	11	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	7
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	4	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	5
Thu Dec 21 06:03:47 2023	1703131427	4	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	10	4	14	3
Thu Dec 21 06:03:47 2023	1703131427	2	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	4	11	14	10
Thu Dec 21 06:03:47 2023	1703131427	9	5	14	4
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	7	8	14	6
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	5
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	5
Thu Dec 21 06:03:47 2023	1703131427	6	8	14	5
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	7
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	8
Thu Dec 21 06:03:47 2023	1703131427	5	9	14	7
Thu Dec 21 06:03:47 2023	1703131427	2	13	14	12
Thu Dec 21 06:03:47 2023	1703131427	4	10	14	10
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	12
Thu Dec 21 06:03:47 2023	1703131427	3	12	14	7
Thu Dec 21 06:03:47 2023	1703131427	2	12	14	11
Thu Dec 21 06:03:47 2023	1703131427	1	14	14	12
Thu Dec 21 06:03:47 2023	1703131427	7	7	14	6
Thu Dec 21 06:03:47 2023	1703131427	3	12	14	9
Thu Dec 21 06:03:47 2023	1703131427	4	11	14	10
