starttime	seconds	ctime	dtime	ttime	wait
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	9
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	9
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	10
Thu Dec 21 06:01:22 2023	1703131282	4	12	17	12
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	11
Thu Dec 21 06:01:22 2023	1703131282	5	11	17	7
Thu Dec 21 06:01:22 2023	1703131282	1	15	17	13
Thu Dec 21 06:01:22 2023	1703131282	3	13	17	5
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	13
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	10
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	10
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	7
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	10
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	9
Thu Dec 21 06:01:22 2023	1703131282	4	12	17	12
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	11
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	15
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	9
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	1
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	4	12	17	12
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	12
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	9
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	10
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	7
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	10
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	10
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	15
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	4	13	17	11
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	15
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	9
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	15
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	11
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	12
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	9
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	16
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	8	9	17	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	15
Thu Dec 21 06:01:22 2023	1703131282	5	13	17	12
Thu Dec 21 06:01:22 2023	1703131282	4	13	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	10
Thu Dec 21 06:01:22 2023	1703131282	1	17	17	15
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	9
Thu Dec 21 06:01:22 2023	1703131282	2	16	17	15
Thu Dec 21 06:01:22 2023	1703131282	8	10	17	7
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	15
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	9	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	10
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	15
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	12
Thu Dec 21 06:01:22 2023	1703131282	6	12	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	16
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	11
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	13
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	13
Thu Dec 21 06:01:22 2023	1703131282	2	15	17	11
Thu Dec 21 06:01:22 2023	1703131282	1	17	17	13
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	9
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	10
Thu Dec 21 06:01:22 2023	1703131282	5	13	17	12
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	10
Thu Dec 21 06:01:22 2023	1703131282	7	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	8	10	17	7
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	11
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	10
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	9
Thu Dec 21 06:01:22 2023	1703131282	4	13	17	12
Thu Dec 21 06:01:22 2023	1703131282	8	9	17	8
Thu Dec 21 06:01:22 2023	1703131282	7	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	9
Thu Dec 21 06:01:22 2023	1703131282	7	11	17	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	17	10
Thu Dec 21 06:01:22 2023	1703131282	6	12	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	16
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	13
Thu Dec 21 06:01:22 2023	1703131282	0	17	17	15
Thu Dec 21 06:01:22 2023	1703131282	6	12	17	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	17	14
Thu Dec 21 06:01:22 2023	1703131282	5	12	17	9
Thu Dec 21 06:01:22 2023	1703131282	3	14	17	10
Thu Dec 21 06:01:22 2023	1703131282	1	17	17	15
Thu Dec 21 06:01:22 2023	1703131282	7	10	17	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	17	10
Thu Dec 21 06:01:22 2023	1703131282	10	8	17	7
Thu Dec 21 06:01:22 2023	1703131282	3	14	18	9
Thu Dec 21 06:01:22 2023	1703131282	5	12	18	11
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	5	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	15
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	11
Thu Dec 21 06:01:22 2023	1703131282	0	17	18	11
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	11
Thu Dec 21 06:01:22 2023	1703131282	3	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	13
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	11
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	16
Thu Dec 21 06:01:22 2023	1703131282	6	11	18	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	18	7
Thu Dec 21 06:01:22 2023	1703131282	3	14	18	9
Thu Dec 21 06:01:22 2023	1703131282	4	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	3	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	2	15	18	11
Thu Dec 21 06:01:22 2023	1703131282	9	9	18	7
Thu Dec 21 06:01:22 2023	1703131282	5	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	1	16	18	14
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	2	15	18	13
Thu Dec 21 06:01:22 2023	1703131282	4	13	18	11
Thu Dec 21 06:01:22 2023	1703131282	2	15	18	12
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	1	16	18	14
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	11
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	13
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	15
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	2	15	18	12
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	7	10	18	7
Thu Dec 21 06:01:22 2023	1703131282	3	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	6	11	18	10
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	6	11	18	9
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	15
Thu Dec 21 06:01:22 2023	1703131282	5	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	11	18	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	7	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	11	7	18	6
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	9	8	18	7
Thu Dec 21 06:01:22 2023	1703131282	11	7	18	6
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	11
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	12
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	2
Thu Dec 21 06:01:22 2023	1703131282	2	15	18	12
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	4	14	18	11
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	9
Thu Dec 21 06:01:22 2023	1703131282	9	8	18	7
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	6
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	11
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	8
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	12
Thu Dec 21 06:01:22 2023	1703131282	7	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	9
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	2
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	15
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	12
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	9
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	2
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	2
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	15
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	5	13	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	12
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	9
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	9
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	13
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	14
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	6
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	16
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	11
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	14
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	12
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	9
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	14
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	15
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	13	18	9
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	12
Thu Dec 21 06:01:22 2023	1703131282	10	8	18	8
Thu Dec 21 06:01:22 2023	1703131282	1	17	18	14
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	10
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	10
Thu Dec 21 06:01:22 2023	1703131282	9	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	7	12	18	8
Thu Dec 21 06:01:22 2023	1703131282	0	18	18	17
Thu Dec 21 06:01:22 2023	1703131282	2	16	18	13
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	10
Thu Dec 21 06:01:22 2023	1703131282	3	15	18	10
Thu Dec 21 06:01:22 2023	1703131282	5	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	9
Thu Dec 21 06:01:22 2023	1703131282	5	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	5	14	18	10
Thu Dec 21 06:01:22 2023	1703131282	7	11	18	10
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	8
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	10
Thu Dec 21 06:01:22 2023	1703131282	0	18	18	17
Thu Dec 21 06:01:22 2023	1703131282	8	10	18	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	18	10
Thu Dec 21 06:01:22 2023	1703131282	3	16	18	15
Thu Dec 21 06:01:22 2023	1703131282	0	18	18	17
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	9
Thu Dec 21 06:01:22 2023	1703131282	8	10	19	10
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	9
Thu Dec 21 06:01:22 2023	1703131282	6	12	19	9
Thu Dec 21 06:01:22 2023	1703131282	5	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	12	19	9
Thu Dec 21 06:01:22 2023	1703131282	2	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	5	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	16	19	13
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	10
Thu Dec 21 06:01:22 2023	1703131282	10	9	19	7
Thu Dec 21 06:01:22 2023	1703131282	6	12	19	10
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	10	9	19	8
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	15
Thu Dec 21 06:01:22 2023	1703131282	1	17	19	17
Thu Dec 21 06:01:22 2023	1703131282	5	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	5	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	9
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	18
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	12
Thu Dec 21 06:01:22 2023	1703131282	0	18	19	18
Thu Dec 21 06:01:22 2023	1703131282	8	10	19	10
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	13
Thu Dec 21 06:01:22 2023	1703131282	8	10	19	10
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	10
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	14
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	15
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	10
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	10
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	9
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	15
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	12
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	16
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	17
Thu Dec 21 06:01:22 2023	1703131282	0	18	19	17
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	10
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	13
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	10
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	12
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	15
Thu Dec 21 06:01:22 2023	1703131282	8	10	19	7
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	10
Thu Dec 21 06:01:22 2023	1703131282	15	4	19	4
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	11
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	15
Thu Dec 21 06:01:22 2023	1703131282	0	19	19	17
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	10
Thu Dec 21 06:01:22 2023	1703131282	9	11	19	7
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	11
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	14
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	9
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	11
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	11
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	10
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	6
Thu Dec 21 06:01:22 2023	1703131282	9	11	19	7
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	15
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	6
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	10
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	8
Thu Dec 21 06:01:22 2023	1703131282	7	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	8	12	19	10
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	4
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	15
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	18
Thu Dec 21 06:01:22 2023	1703131282	8	11	19	10
Thu Dec 21 06:01:22 2023	1703131282	5	14	19	10
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	10	19	6
Thu Dec 21 06:01:22 2023	1703131282	10	10	19	4
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	12
Thu Dec 21 06:01:22 2023	1703131282	1	19	19	16
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	10
Thu Dec 21 06:01:22 2023	1703131282	1	18	19	18
Thu Dec 21 06:01:22 2023	1703131282	3	16	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	11	19	7
Thu Dec 21 06:01:22 2023	1703131282	1	19	19	18
Thu Dec 21 06:01:22 2023	1703131282	7	13	19	3
Thu Dec 21 06:01:22 2023	1703131282	6	14	19	10
Thu Dec 21 06:01:22 2023	1703131282	1	19	19	19
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	9
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	15
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	12
Thu Dec 21 06:01:22 2023	1703131282	4	15	19	12
Thu Dec 21 06:01:22 2023	1703131282	9	11	19	10
Thu Dec 21 06:01:22 2023	1703131282	6	13	19	11
Thu Dec 21 06:01:22 2023	1703131282	6	14	19	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	19	14
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	12
Thu Dec 21 06:01:22 2023	1703131282	7	12	19	8
Thu Dec 21 06:01:22 2023	1703131282	2	17	19	14
Thu Dec 21 06:01:22 2023	1703131282	9	11	19	7
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	14
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	8	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	8	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	11
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	4
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	17
Thu Dec 21 06:01:22 2023	1703131282	5	14	20	11
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	4
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	5	14	20	12
Thu Dec 21 06:01:22 2023	1703131282	4	16	20	12
Thu Dec 21 06:01:22 2023	1703131282	5	14	20	10
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	10	10	20	4
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	14
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	12	8	20	7
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	7
Thu Dec 21 06:01:22 2023	1703131282	5	14	20	9
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	14
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	8
Thu Dec 21 06:01:22 2023	1703131282	1	19	20	18
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	12
Thu Dec 21 06:01:22 2023	1703131282	4	16	20	12
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	11
Thu Dec 21 06:01:22 2023	1703131282	6	14	20	11
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	17
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	12
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	1	19	20	15
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	11	9	20	7
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	12
Thu Dec 21 06:01:22 2023	1703131282	4	16	20	12
Thu Dec 21 06:01:22 2023	1703131282	6	14	20	12
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	11	9	20	7
Thu Dec 21 06:01:22 2023	1703131282	1	19	20	18
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	11
Thu Dec 21 06:01:22 2023	1703131282	1	19	20	15
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	10
Thu Dec 21 06:01:22 2023	1703131282	6	14	20	11
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	15
Thu Dec 21 06:01:22 2023	1703131282	3	17	20	15
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	10
Thu Dec 21 06:01:22 2023	1703131282	6	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	9	11	20	10
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	12
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	15
Thu Dec 21 06:01:22 2023	1703131282	7	14	20	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	18
Thu Dec 21 06:01:22 2023	1703131282	7	13	20	11
Thu Dec 21 06:01:22 2023	1703131282	1	20	20	19
Thu Dec 21 06:01:22 2023	1703131282	3	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	15
Thu Dec 21 06:01:22 2023	1703131282	2	19	20	15
Thu Dec 21 06:01:22 2023	1703131282	4	16	20	8
Thu Dec 21 06:01:22 2023	1703131282	7	14	20	11
Thu Dec 21 06:01:22 2023	1703131282	6	15	20	11
Thu Dec 21 06:01:22 2023	1703131282	2	18	20	14
Thu Dec 21 06:01:22 2023	1703131282	6	15	20	12
Thu Dec 21 06:01:22 2023	1703131282	1	19	20	11
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	8
Thu Dec 21 06:01:22 2023	1703131282	5	15	20	12
